dirty_data	product	alt_lang	question_text	question_code
Barbe8	Kids Turkey	tr	What is your favourite sports team?	HOBB011
Barča	NextGen Italy	it	What is your favourite sports team?	HOBB011
barça futbol club	NextGen Spain	es	What is your favourite sports team?	HOBB011
Barça Lakers bulla	NextGen Spain	es	What is your favourite sports team?	HOBB011
Barça, PSG, san Diego	NextGen Spain	es	What is your favourite sports team?	HOBB011
Barçaaaa	NextGen Spain	es	What is your favourite sports team?	HOBB011
Barcela	Kids Argentina	es-AR	What is your favourite sports team?	HOBB011
Barcelkna	NextGen Spain	es	What is your favourite sports team?	HOBB011
Barcelona (Football/Soccer) – Known for their incredible history and star players like Lionel Messi (formerly).	Kids Australia		What is your favourite sports team?	HOBB011
Barcelona czy coś	Kids Poland	pl	What is your favourite sports team?	HOBB011
Barcelona Futbool Club	NextGen Spain	es	What is your favourite sports team?	HOBB011
Barcelona mi siostra mówiła	Kids Poland	pl	What is your favourite sports team?	HOBB011
Barcelona/Barça	NextGen Spain	es	What is your favourite sports team?	HOBB011
BarcelonaCF	Kids Spain	es	What is your favourite sports team?	HOBB011
Barcelona-soccer	NextGen France	fr	What is your favourite sports team?	HOBB011
Barceloona	NextGen Spain	es	What is your favourite sports team?	HOBB011
Barcslona	Kids Canada	fr	What is your favourite sports team?	HOBB011
Barcw	Kids Indonesia	id	What is your favourite sports team?	HOBB011
Bareonla	NextGen US		What is your favourite sports team?	HOBB011
Barketball	NextGen Spain	es	What is your favourite sports team?	HOBB011
Barnsley FC9	NextGen UK		What is your favourite sports team?	HOBB011
Barnsley FCj	NextGen Germany	de	What is your favourite sports team?	HOBB011
Barselone	NextGen Germany	de	What is your favourite sports team?	HOBB011
Baseball football	NextGen US		What is your favourite sports team?	HOBB011
Baseballe	NextGen France	fr	What is your favourite sports team?	HOBB011
Başiktaş	Kids Turkey	tr	What is your favourite sports team?	HOBB011
Basket Saint Macaire	NextGen France	fr	What is your favourite sports team?	HOBB011
Basketball Milwaukee Bucks	NextGen Italy	it	What is your favourite sports team?	HOBB011
Basketball usa	Kids Philippines	fil	What is your favourite sports team?	HOBB011
Basketballz	Kids Philippines	fil	What is your favourite sports team?	HOBB011
basquet salt	Kids Spain	es	What is your favourite sports team?	HOBB011
Bastia FC	NextGen France	fr	What is your favourite sports team?	HOBB011
Bastia FC	NextGen UK		What is your favourite sports team?	HOBB011
Bastkball	NextGen US		What is your favourite sports team?	HOBB011
Battle king	Kids Philippines	fil	What is your favourite sports team?	HOBB011
Battleford northstars	Kids Canada	fr	What is your favourite sports team?	HOBB011
Bavaria FC	Kids Germany	de	What is your favourite sports team?	HOBB011
bayer muinch	NextGen Spain	es	What is your favourite sports team?	HOBB011
Bayer Munic femenino	NextGen Spain	es	What is your favourite sports team?	HOBB011
Bayern muinch	NextGen Germany	de	What is your favourite sports team?	HOBB011
bayern münchen (munich)	NextGen Germany	de	What is your favourite sports team?	HOBB011
Bayern München FC	NextGen Germany	de	What is your favourite sports team?	HOBB011
bayern münchen fcbayern	NextGen Germany	de	What is your favourite sports team?	HOBB011
Bayern, München	Kids Germany	de	What is your favourite sports team?	HOBB011
Bayern, München	NextGen Germany	de	What is your favourite sports team?	HOBB011
Bayi Badminton Team	Kids Philippines	fil	What is your favourite sports team?	HOBB011
Bayi Badminton Team	Kids UK		What is your favourite sports team?	HOBB011
Bayi Badminton Team	NextGen France	fr	What is your favourite sports team?	HOBB011
Bayi Badminton Team	NextGen Germany	de	What is your favourite sports team?	HOBB011
Bayi Rockets	NextGen Spain	es	What is your favourite sports team?	HOBB011
Bayran	NextGen Germany	de	What is your favourite sports team?	HOBB011
bbAmérica Futebol Clube	NextGen Spain	es	What is your favourite sports team?	HOBB011
BBl (British Basketball league)	NextGen UK		What is your favourite sports team?	HOBB011
bcbvfbbbfbfb	NextGen France	fr	What is your favourite sports team?	HOBB011
Bdbdbdbdj bdbdbdjd	NextGen Germany	de	What is your favourite sports team?	HOBB011
bdbdf	NextGen UK		What is your favourite sports team?	HOBB011
bdbdnem	NextGen Italy	it	What is your favourite sports team?	HOBB011
Bddn	NextGen Germany	de	What is your favourite sports team?	HOBB011
Bdji	Kids Germany	de	What is your favourite sports team?	HOBB011
Bdjsbd	NextGen UK		What is your favourite sports team?	HOBB011
Bdubfbbd	NextGen France	fr	What is your favourite sports team?	HOBB011
Beach volley féminin	NextGen France	fr	What is your favourite sports team?	HOBB011
Beagles	NextGen US		What is your favourite sports team?	HOBB011
Beg eg	NextGen France	fr	What is your favourite sports team?	HOBB011
Beijing blue sky rescue team	NextGen Spain	es	What is your favourite sports team?	HOBB011
Beijing Guoan F.C.	Kids China	zh-Hans	What is your favourite sports team?	HOBB011
Beijing Guoan F.C.	NextGen France	fr	What is your favourite sports team?	HOBB011
Beijing Sinobo Guoan F.C.	Kids Poland	pl	What is your favourite sports team?	HOBB011
Beijing Sinobo Guoan F.C.	Kids Spain	es	What is your favourite sports team?	HOBB011
Beijing Sinobo Guoan F.C.hh	Kids Poland	pl	What is your favourite sports team?	HOBB011
Belbol	Kids Spain	es	What is your favourite sports team?	HOBB011
Belgium National Football Team	Kids India		What is your favourite sports team?	HOBB011
Belgium National Football Team	Kids Philippines	fil	What is your favourite sports team?	HOBB011
Belgium National Football Team	NextGen France	fr	What is your favourite sports team?	HOBB011
Belgium National Football Team	NextGen Spain	es	What is your favourite sports team?	HOBB011
Benfica - SLB	NextGen Germany	de	What is your favourite sports team?	HOBB011
Berceleno	Kids Turkey	tr	What is your favourite sports team?	HOBB011
Berlin Polar Bears	Kids Germany	de	What is your favourite sports team?	HOBB011
besketball	NextGen Germany	de	What is your favourite sports team?	HOBB011
best basketball vibes	Kids US	es-MX	What is your favourite sports team?	HOBB011
Beyern monaco	NextGen Germany	de	What is your favourite sports team?	HOBB011
BG gd	NextGen France	fr	What is your favourite sports team?	HOBB011
bgfcb	Kids Australia		What is your favourite sports team?	HOBB011
Bggvv	Kids Saudi Arabia	ar	What is your favourite sports team?	HOBB011
Bgiornata	Kids Italy	it	What is your favourite sports team?	HOBB011
bicchieri	NextGen Italy	it	What is your favourite sports team?	HOBB011
Bidon FC	Kids Italy	it	What is your favourite sports team?	HOBB011
Big East Conference	Kids Germany	de	What is your favourite sports team?	HOBB011
Big East Conference por	Kids Spain	es	What is your favourite sports team?	HOBB011
BIG UP MAN CITY	NextGen UK		What is your favourite sports team?	HOBB011
Bigetron E-Sports	Kids Turkey	tr	What is your favourite sports team?	HOBB011
Bin nicht son großer sportfan	NextGen Germany	de	What is your favourite sports team?	HOBB011
Birmingham City F.C.ladies	Kids UK		What is your favourite sports team?	HOBB011
Bitstarz	NextGen US		What is your favourite sports team?	HOBB011
Bitte kommen sie	NextGen Germany	de	What is your favourite sports team?	HOBB011
Bj. Hm	Kids UK		What is your favourite sports team?	HOBB011
bjdjy	Kids Australia		What is your favourite sports team?	HOBB011
Bjiol	Kids Saudi Arabia	ar	What is your favourite sports team?	HOBB011
Bjiooo	NextGen France	fr	What is your favourite sports team?	HOBB011
Black Lions	Kids Indonesia	id	What is your favourite sports team?	HOBB011
Black Lions	NextGen France	fr	What is your favourite sports team?	HOBB011
Black Lions	NextGen Italy	it	What is your favourite sports team?	HOBB011
Black Lions	NextGen US		What is your favourite sports team?	HOBB011
Blackhill	Kids Republic of Ireland		What is your favourite sports team?	HOBB011
Blou Bull	Kids South Africa		What is your favourite sports team?	HOBB011
Blue  jays	Kids Canada	fr	What is your favourite sports team?	HOBB011
Blue jays like dad	Kids Canada	fr	What is your favourite sports team?	HOBB011
Bluecoats	Kids US	es-MX	What is your favourite sports team?	HOBB011
Blye Jays	Kids Canada	fr	What is your favourite sports team?	HOBB011
Bo a	Kids Argentina	es-AR	What is your favourite sports team?	HOBB011
Boca argentina	Kids Argentina	es-AR	What is your favourite sports team?	HOBB011
Boca Juniors Athletic Club	Kids Argentina	es-AR	What is your favourite sports team?	HOBB011
Boca Juniors Athletic Club	Kids Spain	es	What is your favourite sports team?	HOBB011
Boca Juniors Athletic Club	NextGen Spain	es	What is your favourite sports team?	HOBB011
Boca Juniors Athletic Clubel de messi	Kids Argentina	es-AR	What is your favourite sports team?	HOBB011
Boca Juniors Athletic Clubve	Kids Argentina	es-AR	What is your favourite sports team?	HOBB011
boca junirs	Kids Argentina	es-AR	What is your favourite sports team?	HOBB011
Bocano	Kids Argentina	es-AR	What is your favourite sports team?	HOBB011
Body en and	NextGen France	fr	What is your favourite sports team?	HOBB011
bogensport leipzig	Kids Germany	de	What is your favourite sports team?	HOBB011
Bojata league	Kids Italy	it	What is your favourite sports team?	HOBB011
Bokko	Kids South Africa		What is your favourite sports team?	HOBB011
Bolton celtic	Kids Indonesia	id	What is your favourite sports team?	HOBB011
Bolton celtics	Kids Indonesia	id	What is your favourite sports team?	HOBB011
Bombers Essendon AFL	Kids Australia		What is your favourite sports team?	HOBB011
Bond go mnnvg	Kids Germany	de	What is your favourite sports team?	HOBB011
bonln9	NextGen Germany	de	What is your favourite sports team?	HOBB011
Bookie’s	Kids South Africa		What is your favourite sports team?	HOBB011
Boom eSports	Kids Indonesia	id	What is your favourite sports team?	HOBB011
Borussia Dortmunf	NextGen Germany	de	What is your favourite sports team?	HOBB011
Boston ma	NextGen France	fr	What is your favourite sports team?	HOBB011
Botafogo Football And Regatta	Kids Spain	es	What is your favourite sports team?	HOBB011
Botafogo Football And Regatta	NextGen Italy	it	What is your favourite sports team?	HOBB011
Boulazac basket Dordogne	Kids France	fr	What is your favourite sports team?	HOBB011
Bracanola	NextGen US		What is your favourite sports team?	HOBB011
Brak nie	Kids Poland	pl	What is your favourite sports team?	HOBB011
Brand one	Kids India		What is your favourite sports team?	HOBB011
Brasil soccer team	NextGen US		What is your favourite sports team?	HOBB011
Brasilian	NextGen France	fr	What is your favourite sports team?	HOBB011
Brazil National Gymnastics Team	Kids Turkey	tr	What is your favourite sports team?	HOBB011
Brazil National Gymnastics Team	NextGen US		What is your favourite sports team?	HOBB011
Brazil National Volleyball Team	Kids Philippines	fil	What is your favourite sports team?	HOBB011
Brazil National Volleyball Team	NextGen US		What is your favourite sports team?	HOBB011
Bremen FC	Kids Germany	de	What is your favourite sports team?	HOBB011
Bremen FC	NextGen Italy	it	What is your favourite sports team?	HOBB011
Bremen FC8	NextGen UK		What is your favourite sports team?	HOBB011
Bremer hafen	NextGen Germany	de	What is your favourite sports team?	HOBB011
Brg. Genibra	Kids Philippines	fil	What is your favourite sports team?	HOBB011
Brisbane broncoes	Kids Australia		What is your favourite sports team?	HOBB011
Bristol city women’s	Kids UK		What is your favourite sports team?	HOBB011
Britain gymnastics	Kids UK		What is your favourite sports team?	HOBB011
Broad  of hgskx	Kids Saudi Arabia	ar	What is your favourite sports team?	HOBB011
Brokering	NextGen US		What is your favourite sports team?	HOBB011
Brooklyn netz	NextGen US		What is your favourite sports team?	HOBB011
bruleurs de loups	NextGen France	fr	What is your favourite sports team?	HOBB011
Brunny Hardcore skate team	NextGen UK		What is your favourite sports team?	HOBB011
Bsbshs	NextGen France	fr	What is your favourite sports team?	HOBB011
Bsisbsjd	NextGen Germany	de	What is your favourite sports team?	HOBB011
bsnz	NextGen Italy	it	What is your favourite sports team?	HOBB011
Bsrca	NextGen Spain	es	What is your favourite sports team?	HOBB011
BST	NextGen Germany	de	What is your favourite sports team?	HOBB011
BSV	Kids Germany	de	What is your favourite sports team?	HOBB011
Bucaneros de La Guaira	NextGen France	fr	What is your favourite sports team?	HOBB011
Budis	Kids Mexico	es-MX	What is your favourite sports team?	HOBB011
Búfalo brill	Kids Mexico	es-MX	What is your favourite sports team?	HOBB011
Bulls de basquetbol	Kids Mexico	es-MX	What is your favourite sports team?	HOBB011
Bundesiiga	Kids US	es-MX	What is your favourite sports team?	HOBB011
bursia dortmond	NextGen Germany	de	What is your favourite sports team?	HOBB011
Busan KCC Egis	Kids Saudi Arabia	ar	What is your favourite sports team?	HOBB011
Busan KCC Egis	NextGen Italy	it	What is your favourite sports team?	HOBB011
Business pl	Kids Australia		What is your favourite sports team?	HOBB011
But I don't know what you	NextGen Germany	de	What is your favourite sports team?	HOBB011
Buy acc	Kids Australia		What is your favourite sports team?	HOBB011
BVB 09 Dortmund	NextGen Germany	de	What is your favourite sports team?	HOBB011
BVB Borussia Dortmund 09	NextGen Germany	de	What is your favourite sports team?	HOBB011
Bvgy	Kids UK		What is your favourite sports team?	HOBB011
Bvvf	Kids Turkey	tr	What is your favourite sports team?	HOBB011
Bwbsbs	NextGen Spain	es	What is your favourite sports team?	HOBB011
By ibinon	Kids UK		What is your favourite sports team?	HOBB011
By y tveddlelsldlel	NextGen Spain	es	What is your favourite sports team?	HOBB011
Byczyna	Kids Poland	pl	What is your favourite sports team?	HOBB011
BYU Basketball	Kids US	es-MX	What is your favourite sports team?	HOBB011
BYU Cougars Football	Kids US	es-MX	What is your favourite sports team?	HOBB011
BYU Cougars Football	NextGen Germany	de	What is your favourite sports team?	HOBB011
BYU Cougars Football	NextGen Italy	it	What is your favourite sports team?	HOBB011
BYU Cougars Football	NextGen US		What is your favourite sports team?	HOBB011
bzu	Kids Germany	de	What is your favourite sports team?	HOBB011
C bnk	NextGen Spain	es	What is your favourite sports team?	HOBB011
C hmm l	Kids Japan	ja	What is your favourite sports team?	HOBB011
